 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   7.620e-01     9.84187e-01     9.95202e-01     1.07245e+01     6.23090e+00     1.34851e+01    -8.82257e-01     1.96914e+07     8.14493e-05      6.25351e-09      2.65259e-11      2.93287e-14      1.28219e-26     4.52959e-141      1.61728e-25      1.87823e-31      1.84265e-33    -9.45322e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.625e-01     9.84268e-01     9.95202e-01     1.07248e+01     6.22970e+00     1.34820e+01    -8.84068e-01     1.96641e+07     8.12148e-05      6.06171e-09      2.56382e-11      2.78358e-14      1.15622e-26    -5.54364e-141      1.44893e-25      1.66317e-31      1.61359e-33    -9.47144e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.630e-01     9.84349e-01     9.95202e-01     1.07251e+01     6.22850e+00     1.34790e+01    -8.85881e-01     1.96369e+07     8.09870e-05      5.87585e-09      2.47804e-11      2.64180e-14      1.04245e-26    -5.52204e-141      1.29787e-25      1.47240e-31      1.41265e-33    -9.48970e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.635e-01     9.84429e-01     9.95202e-01     1.07254e+01     6.22731e+00     1.34759e+01    -8.87698e-01     1.96096e+07     8.07628e-05      5.69552e-09      2.39505e-11      2.50704e-14      9.39712e-27    -1.29523e-141      1.16235e-25      1.30328e-31      1.23650e-33    -9.50797e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.640e-01     9.84510e-01     9.95202e-01     1.07257e+01     6.22611e+00     1.34729e+01    -8.89518e-01     1.95824e+07     8.05392e-05      5.52032e-09      2.31465e-11      2.37885e-14      8.46863e-27     1.47757e-141      1.04067e-25      1.15318e-31      1.08189e-33    -9.52628e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.645e-01     9.84589e-01     9.95202e-01     1.07260e+01     6.22491e+00     1.34699e+01    -8.91341e-01     1.95551e+07     8.03134e-05      5.34994e-09      2.23671e-11      2.25685e-14      7.62951e-27     1.52570e-141      9.31418e-26      1.02000e-31      9.46231e-34    -9.54463e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.650e-01     9.84669e-01     9.95202e-01     1.07263e+01     6.22370e+00     1.34668e+01    -8.93167e-01     1.95279e+07     8.00830e-05      5.18414e-09      2.16110e-11      2.14071e-14      6.87162e-27     3.99807e-142      8.33398e-26      9.01925e-32      8.27333e-34    -9.56300e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.655e-01     9.84749e-01     9.95202e-01     1.07266e+01     6.22250e+00     1.34638e+01    -8.94995e-01     1.95006e+07     7.98457e-05      5.02270e-09      2.08771e-11      2.03014e-14      6.18692e-27    -3.84684e-142      7.45425e-26      7.97205e-32      7.23060e-34    -9.58139e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.660e-01     9.84828e-01     9.95202e-01     1.07268e+01     6.22129e+00     1.34607e+01    -8.96827e-01     1.94733e+07     7.96038e-05      4.86564e-09      2.01654e-11      1.92492e-14      5.56866e-27    -4.26748e-142      6.66512e-26      7.04377e-32      6.31663e-34    -9.59982e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.665e-01     9.84908e-01     9.95202e-01     1.07271e+01     6.22008e+00     1.34577e+01    -8.98661e-01     1.94460e+07     7.93625e-05      4.71314e-09      1.94764e-11      1.82492e-14      5.01103e-27    -1.30627e-142      5.95812e-26      6.22206e-32      5.51684e-34    -9.61827e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.670e-01     9.84987e-01     9.95202e-01     1.07274e+01     6.21887e+00     1.34546e+01    -9.00497e-01     1.94187e+07     7.91267e-05      4.56537e-09      1.88106e-11      1.72999e-14      4.50826e-27     9.65092e-143      5.32485e-26      5.49469e-32      4.81680e-34    -9.63676e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.675e-01     9.85066e-01     9.95202e-01     1.07276e+01     6.21766e+00     1.34515e+01    -9.02337e-01     1.93915e+07     7.88971e-05      4.42223e-09      1.81676e-11      1.63992e-14      4.05513e-27     1.20174e-142      4.75783e-26      4.85107e-32      4.20427e-34    -9.65527e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.680e-01     9.85144e-01     9.95202e-01     1.07279e+01     6.21645e+00     1.34485e+01    -9.04179e-01     1.93642e+07     7.86704e-05      4.28342e-09      1.75458e-11      1.55440e-14      3.64689e-27     4.39465e-143      4.25041e-26      4.28201e-32      3.66893e-34    -9.67381e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.685e-01     9.85222e-01     9.95202e-01     1.07282e+01     6.21523e+00     1.34454e+01    -9.06025e-01     1.93369e+07     7.84432e-05      4.14860e-09      1.69437e-11      1.47313e-14      3.27882e-27    -2.27662e-143      3.79595e-26      3.77844e-32      3.20058e-34    -9.69238e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.690e-01     9.85300e-01     9.95202e-01     1.07285e+01     6.21401e+00     1.34424e+01    -9.07873e-01     1.93095e+07     7.82141e-05      4.01759e-09      1.63604e-11      1.39588e-14      2.94688e-27    -3.38451e-143      3.38885e-26      3.33269e-32      2.79068e-34    -9.71098e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.695e-01     9.85378e-01     9.95202e-01     1.07288e+01     6.21279e+00     1.34393e+01    -9.09725e-01     1.92822e+07     7.79839e-05      3.89034e-09      1.57956e-11      1.32247e-14      2.64786e-27    -1.49070e-143      3.02457e-26      2.93868e-32      2.43257e-34    -9.72962e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.700e-01     9.85455e-01     9.95202e-01     1.07291e+01     6.21156e+00     1.34362e+01    -9.11579e-01     1.92548e+07     7.77535e-05      3.76682e-09      1.52490e-11      1.25276e-14      2.37854e-27     4.77338e-144      2.69869e-26      2.59045e-32      2.11970e-34    -9.74828e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.705e-01     9.85533e-01     9.95202e-01     1.07294e+01     6.21034e+00     1.34331e+01    -9.13436e-01     1.92275e+07     7.75234e-05      3.64697e-09      1.47202e-11      1.18657e-14      2.13600e-27     9.48359e-144      2.40717e-26      2.28265e-32      1.84627e-34    -9.76697e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.710e-01     9.85610e-01     9.95202e-01     1.07297e+01     6.20911e+00     1.34300e+01    -9.15297e-01     1.92002e+07     7.72934e-05      3.53064e-09      1.42086e-11      1.12373e-14      1.91776e-27     5.06383e-144      2.14664e-26      2.01092e-32      1.60773e-34    -9.78569e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.715e-01     9.85687e-01     9.95202e-01     1.07299e+01     6.20789e+00     1.34269e+01    -9.17161e-01     1.91729e+07     7.70635e-05      3.41772e-09      1.37134e-11      1.06406e-14      1.72135e-27    -7.35561e-145      1.91376e-26      1.77102e-32      1.39957e-34    -9.80445e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.720e-01     9.85763e-01     9.95202e-01     1.07302e+01     6.20665e+00     1.34238e+01    -9.19029e-01     1.91455e+07     7.68334e-05      3.30809e-09      1.32341e-11      1.00739e-14      1.54451e-27    -2.69583e-144      1.70549e-26      1.55905e-32      1.21775e-34    -9.82324e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.725e-01     9.85839e-01     9.95202e-01     1.07305e+01     6.20542e+00     1.34207e+01    -9.20900e-01     1.91182e+07     7.66028e-05      3.20168e-09      1.27703e-11      9.53593e-15      1.38541e-27    -1.81583e-144      1.51940e-26      1.37197e-32      1.05915e-34    -9.84207e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.730e-01     9.85915e-01     9.95202e-01     1.07308e+01     6.20418e+00     1.34176e+01    -9.22773e-01     1.90908e+07     7.63713e-05      3.09840e-09      1.23216e-11      9.02533e-15      1.24232e-27    -3.16106e-146      1.35317e-26      1.20689e-32      9.20836e-35    -9.86093e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.735e-01     9.85991e-01     9.95202e-01     1.07311e+01     6.20295e+00     1.34144e+01    -9.24650e-01     1.90635e+07     7.61385e-05      2.99819e-09      1.18876e-11      8.54085e-15      1.11359e-27     1.06637e-144      1.20461e-26      1.06110e-32      8.00041e-35    -9.87981e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
